tweet_id,user_name,date,text,lang,favorites,retweets,replies,views
2055381994767335757,isabellasg3,Fri May 15 20:17:09 +0000 2026,"Canada is banning all bitcoin ATMs and is removing over 4,000 machines https://t.co/QwJyitmg62",en,414,55,50,21830
2056659000981127180,ridark_eth,Tue May 19 08:51:31 +0000 2026,"Win rate ~75% | PNL $141,655.16 > 1 month

10,541 bets > Current Streak 17d win
Favorite market > Bitcoin Up or Down

Trading bot was created for prediction market statistical arbitrage (Polymarket vs. Kalshi) The bot uses formulas:

S_t = P_{P,t} - β * P_{K,t} - μ

dS_t = θ * (μ - S_t) * dt + σ * dW_t

I_t = (V_b(t) - V_a(t)) / (V_b(t) + V_a(t))

P_micro(t) = (V_b(t) * P_a(t) + V_a(t) * P_b(t)) / (V_b(t) + V_a(t))

Quant tactics:

> Cross-Market Statistical Arbitrage
> Cointegration & Mean-Reversion
> L2 Order Book Imbalance (OBI) & Micro-Price Prediction

The best deals:

$881 > $4,756 439%
$902 > $3,262 261%
$1,176 > $3,811 223%
$2,851 > $7,332 157%

Proof: https://t.co/GPPtaK3vPC

Copying his trades one by one will make you $500-$1,000 per month

But  you can copy parlay him and make $5,000-$10,000 per month

Open parlay: https://t.co/370F7NxZXP
Paste his wallet 
Add his every trade into a parlay with 1 tap

The full guide is below 📝",en,59,0,23,2233
2056223016116232192,GrizMeta,Mon May 18 03:59:04 +0000 2026,Me and the Bitcoin everyone said not to touch after the FTX crash: https://t.co/x8f3jD70Tg,en,29,2,4,3403
2056653586822836388,bitgetvietnam,Tue May 19 08:30:00 +0000 2026,"Which merchandise would you like to choose? 🧐

Enjoy the entire month with Bitcoin Pizza from Bitget through these exciting events:

🍕BTC traders eat Pizza
https://t.co/cHFzFcdbWe

🍕 Show off your cooking skills, GET Bitcoin Pizza
https://t.co/yOMuQQ8pw9

⌛End 23:00 on 20/5/2026

This information is for reference only and is not investment advice❗️

#PizzaWithBitget",en,12,2,2,1613
2038716141292667131,Bitcoin_Teddy,Mon Mar 30 20:33:00 +0000 2026,"DEAN: “What’s the tariff on bananas?”
LUTNICK: “10%.”

DEAN: “Walmart already raised banana prices by 8%.”

LUTNICK: “Well, if you build in America, there’s no tariff.”

DEAN: “You can’t build bananas in America.” https://t.co/VeNl45yUa1",en,110194,6928,882,5763640
2056650733341036744,0xileri,Tue May 19 08:18:40 +0000 2026,"kinda like early bitcoin, just random internet nerds mining coins on laptops and accidentally becoming millionaires

if bitcoin started today it would prob launch with vc rounds, region locks, kyc, and institutional allocations before regular ppl even hear abt it

we might actually be cooked",en,51,2,15,976
2052181099137134940,pete_rizzo_,Thu May 07 00:17:56 +0000 2026,"JUST IN: TRUMP FAMILY MINING COMPANY JUST BOUGHT 300 MORE #BITCOIN WORTH $25,000,000 

THEY NOW OWN OVER 7,300 BTC

THE WORLD’S MOST POWERFUL PEOPLE ARE BUYING THE DIP 🔥

 https://t.co/HUT6HppoG7",en,429,93,19,47606
2056736574591668232,MilkRoad,Tue May 19 13:59:46 +0000 2026,"Bitcoin might NOT be crashing because crypto is weak. It might be crashing because the global economy is breaking.

Rising bond yields. Oil above $100. Hotter-than-expected inflation. Liquidity stress. All hitting markets at the same time.

And here's the crazy part: some analysts think this whole mess could end up being massively bullish for BTC. Once governments are forced to inject liquidity back into the system again.

Pain now. Print later. Bitcoin loves the second part.

FT @BitcoinJesusETH 

Tune in to know more

⏱ TIME POINTS ⏱
00:00 – Intro
00:46 – Bitcoin Pullback
05:33 – Saylor Holding BTC?
08:42 – Bitcoin Bottomed?
14:04 – Bond Yields & Inflation
23:28 – Sponsor: Cape
24:13 – Sponsor: Nexo
24:51 – Bond Market Warning
26:40 – Ethereum vs Oil
28:48 – Stocks Cooling Down?
31:30 – SpaceX IPO Impact
34:35 – John’s Watchlist
36:26 – Sponsor: Pharos
37:09 – Massive Crypto Inflows?",en,13,1,1,795
2056369910821843052,gabrielhaines,Mon May 18 13:42:46 +0000 2026,"POV - you try to cross Hormuz with bitcoin back insurance 
https://t.co/njvWVOz9au",en,149,13,16,25714
2056737215015731475,GordonGekko,Tue May 19 14:02:19 +0000 2026,My wife asking me to sell bitcoin to pay for her fathers life saving operation  https://t.co/CXYnQGE7RI,en,105,3,65,8834
2056676543292915991,cieloeterno11,Tue May 19 10:01:13 +0000 2026,"【日本株、大暴落】

本日、
日本株市場から20兆円超が消滅。

原因は単純な暴落ではなく、

・米国金利の再上昇懸念
・中東情勢の緊迫化
・円安進行
・海外勢のリスクオフ

これらが同時に重なったことで、
一気に売りが加速しています。

特に今、
機関投資家が見ているのは
「日本株が下がったか」ではなく、

次に、
どこへ資金が流れるのか。

実際ここ最近は、

株 → 金
株 → ビットコイン

への資金シフトが徐々に強まっている。

そして今のBTC、
チャート的にもかなり重要な局面です。

ここを上抜けるか、
大きく崩れるか、で

今年後半の流れがほぼ決まるレベル。

この情報を元にした
“次のBTCシナリオ分析”も出すので、

見たい人は
イイネ＋リプしておいてください。",ja,77,22,41,702
2056399662270276034,lynk0x,Mon May 18 15:41:00 +0000 2026,Crypto bros if Bitcoin never goes back to $100K: https://t.co/tLq3AVfUeM,en,259,20,33,17236
2056661136892989556,MerlijnTrader,Tue May 19 09:00:00 +0000 2026,"BITCOIN IS IN THE SAME CHANNEL IT BROKE OUT OF IN 2022.

2022 channel: descended 12 months. Multiple bounces.
One breakout. Then 4x.

2026 channel: same descent. Same trendline. Same structure.

We're not at the breakout yet.
We're at the part where everyone sells before it.

Three more lows. Then the move.

History doesn't repeat.
But this chart is trying.",en,227,30,28,36827
2056647639349805059,Cryptoze,Tue May 19 08:06:22 +0000 2026,"I CAN SMELL A HUGE PUMP.

BTC, ETH, AND ALTS ABOUT TO GO PARABOLIC. 🚀
ALTCOIN SEASON IS GOING TO BE THE BIGGEST ONE YET. https://t.co/xfraZmW4im",en,320,44,147,8490
2056640956141629575,Simba_crpt,Tue May 19 07:39:49 +0000 2026,"Most people will only realize what’s happening after Bitcoin is already much higher.

That’s how every major cycle works.

The crowd gets scared near bottoms.
Institutions quietly accumulate.
Then suddenly everyone pretends the move was “obvious.”

If assets like silver can explode vertically after years of consolidation, imagine what happens when global liquidity fully rotates back into Bitcoin.

The dangerous part is that most people still think they have “plenty of time.”

They usually think that right before the real expansion phase begins.",en,6,0,1,533
2056723768161046781,natbrunell,Tue May 19 13:08:53 +0000 2026,"""Everyone is going to run out of electricity.""

That's what @elonmusk said. Craig Tindale explains why he's right and why the trillion-dollar AI boom is about to collide with physics.

Plus: where Bitcoin fits when the ""rainy day"" finally arrives.

🎙️ New episode with @ctindale, whose work I learned about from @LukeGromen (h/t).

TIMESTAMPS:
00:00 Moving the Dirty Work to China 1:08 What is the ""Hard Bifurcation""? 4:00 Financialization of the West 7:53 The Triangulation of Demand: AI Data Centers vs. Green Tech 9:38 You Can’t Print Physical Commodities 13:36 The Terrifying Truth About U.S. Defense Reserves 14:21 Trillion-Dollar AI Boom is Hitting a Wall 17:01 The Death of the Dollar Reserve 20:35 Why You Cannot Print ""Time"" 25:00 The Fertilizer Trap 30:09 The ""Conjoined Twins"" Analogy: Are the U.S. and China Too Intertwined to Split? 35:24 Unprecedented Territory: Why Modern Civilization Has No Playbook 42:58 Bitcoin’s Role as the Ultimate Unprintable, Digital Material Property 46:39 Disconnecting from the Speculative Machine: Back to Basics 51:39 Is Craig Tindale a Doomer?",en,58,4,9,8874
2056400337485857056,BitcoinMagazine,Mon May 18 15:43:41 +0000 2026,"JUST IN: 🇺🇸 White House Executive Director says there is an announcement coming soon regarding a Strategic Bitcoin Reserve:

""We'll have an announcement...It's a breakthrough as far as getting everything in place, legally sound, properly safeguarding the assets."" 👀 https://t.co/MJTJ581CWo",en,2097,292,142,159007
2056747581271666828,polysuccubus,Tue May 19 14:43:30 +0000 2026,"5-min Bitcoin on Polymarket still on HYPE.
You can trade $BTC in app or... just copy-trade a profi trader with win-rate 59.4%.
Fresh new wallet turns +$27,978 PNL for 24 hours on bitcoin from $2,998

Profile + Copy: 
[https://t.co/HCN4EgqJx0]

Wallet to copy:
0x8d2d7bae900cc62bbac531f900dbf58a6f8c5517",en,12,1,1,81
2056661140881756309,BiconomyCom,Tue May 19 09:00:01 +0000 2026,"🍕 Bitcoin Pizza Day is almost here...

15 years ago, one man bought 2 pizzas with BTC.

Today, that order would be worth over $800,000,000 

Now be honest:

If you were holding those coins back then… would you have sold too? 

🍕 A) Never
🍕 B) Maybe half
🍕 C) Absolutely
🍕 D) I would've sold even earlier

👇 Comment your answer + UID

✅ Follow @BiconomyCom
✅ Like + Repost

🎁 $200 Giveaway | 4 Winners | $50 each

⏰ Ends: May 21

#BitcoinPizzaDay #BTC #Crypto",en,175,149,134,4517
2056392993045655683,BitcoinPulseX,Mon May 18 15:14:30 +0000 2026,"💰 SOLANA GIVEAWAY 💰

Prize:
🏆 $200 $SOL

To Enter:
1️⃣ Follow @TheBitcoinTime (🔔)
2️⃣ RT &amp; Like
3️⃣ Drop your SOL address 👇

Ends in 24 hours ⏰ #SOLANA #SOL https://t.co/zCeYVyQBDc",en,607,523,484,19427
2056676390653571400,binance,Tue May 19 10:00:37 +0000 2026,"Bitcoin Pizza meets Binance yellow. 🍕🟡

Post your #BinancePizza moment to win BTC from the $5,000 rewards pool.

How to enter:
👉 Share a selfie with pizza + something yellow/Binance
👉 Use #BinancePizza and tag @binance

Top 100 most creative pics split $5K in BTC! https://t.co/O602GW1GfL",en,1153,540,597,76144
2056404002162500051,YahooFinance,Mon May 18 15:58:14 +0000 2026,Bitcoin slides to its lowest level since April. https://t.co/chBIjnfC6x,en,172,43,19,12256
2056349245913849969,saylor,Mon May 18 12:20:40 +0000 2026,"Strategy has acquired 24,869 BTC for ~$2.01 billion at ~$80,985 per bitcoin and has achieved BTC Yield of 12.6% YTD 2026. As of 5/17/2026, we hodl 843,738 $BTC acquired for ~$63.87 billion at ~$75,700 per bitcoin. $MSTR $STRC https://t.co/y1zvePEuym",en,19032,2571,1455,1830581
2056717700143931562,Bitcoin,Tue May 19 12:44:46 +0000 2026,"$76,700.57

#Bitcoin https://t.co/z9XTpp6kGD",und,743,123,177,36220
2056536462233866276,Bitcoin,Tue May 19 00:44:35 +0000 2026,"$76,977.08

#Bitcoin https://t.co/0JTnBKTo7N",und,1401,346,241,60823
2056720457362190829,BitbullTrading,Tue May 19 12:55:43 +0000 2026,"Bookmap kommt brutal was rein über uns! Gutes Zeichen für kurzfristige Bewegung bis 78.600$ 
#Bitcoin https://t.co/jRoAM6RY9A",de,71,3,7,4959
2056622922484044215,BTCPrice,Tue May 19 06:28:09 +0000 2026,"🟢 Bitcoin Price: $77,000 https://t.co/8QPVWUyfd7",en,174,12,14,2588
2056741097452224666,BTCPrice,Tue May 19 14:17:44 +0000 2026,"🔴 Bitcoin Price: $76,500 https://t.co/injH0o2fAr",en,40,6,3,665
2056472411357512108,chartexpt,Mon May 18 20:30:04 +0000 2026,"$BTC Update...

5 days ago, when $BTC was trading at 81,078, I said there might be a retrace around the 76-78k zone, and today $BTC bounced after touch 76k, which is a good sign for me. It will be very interesting to see how the day closes. Despite this, my sentiment remains BBBULLISH until a weekly close below 71.8k or a rejection at the 95k zone.",en,146,17,21,18202
2056749519753138375,KryptoWolfGER,Tue May 19 14:51:12 +0000 2026,"Bei gelb akkumuliere ich. 

Bei grün verkaufe ich Niere und 2x Hebel. 

Vielleicht verkaufe ich sogar meine McDonalds Kappe. 

Es wird sich lohnen. 

Danach schau ich mir ETH, SOL und co an. 

Ihr so? 

#Bitcoin #Krypto https://t.co/MfxIKBQIwH",de,44,2,8,834
2056524026780995656,Bitcoinblacck,Mon May 18 23:55:11 +0000 2026,"Drop your #BTC  address 👇

I will send you $2,100 in 24h❤
(Yes for real )

RT and Follow🔥 https://t.co/hVHW1ARPOA",en,124,116,124,4361
2056737904148336781,_Qubic_,Tue May 19 14:05:03 +0000 2026,"Most blockchains operate like a factory where every worker clocks in, shreds paper all day to prove they showed up, then clocks out.

The paper shredding is the job.

That is Bitcoin mining.

Qubic is different.

The electricity burned on this network trains AI. The compute produces a real output, not proof that electricity was spent.

Here is how the rest of the system works.

676 floor managers (called Computors) inspect every product (transaction) before completion.

For anything to leave the factory, at least 451 of them must sign off as a quality assurance check.

That is 66.7% agreement.

If a bad product slips in, the majority catches it before it reaches the door.

Every seven days, the factory resets.

Managers who did not pull their weight get replaced by ones who did.

You do not keep your seat by seniority. You keep it with measurable output.

There are no transaction fees for sending and receiving QU.

When a smart contract executes, the cost comes from the contract's own reserve, not from the user's wallet.

The factory's services do not bill the customer at the counter.

And here is the part most people miss: every time someone uses the factory's services, a small amount of its internal currency gets permanently destroyed.

The more people use it, the scarcer the currency becomes.

That is the whole system.

Workers train AI. Managers verify everything by supermajority. Seats rotate weekly. Fees are zero. Usage burns supply.

Four years running.",en,115,35,7,1359
2056608035385356347,CryptoPatel,Tue May 19 05:29:00 +0000 2026,"$BTC: One Zone Rejected This Entire Move. If You're Long, Read This First

#Bitcoin Just Got Rejected To The Exact Tick Off The Bearish OB + FVG ($85K–$90K). Clean, Surgical Supply Reaction. Now Rolling Over Inside The Channel.

Here's What Most Retail Is Missing 👇
Current: $76.7K - Corrective Leg In Play
Downside Magnet: $68K–$65K (Channel Base + Wave 4 Retest Confluence)
Invalidation: Daily Close Back Above $83K

The Smart Money Sold The Imbalance. The Trendline Tap Near $70K Is Where The Next Real Decision Gets Made, Bounce Or Breakdown To $60K

Bias Stays Bearish While Below The OB. Don't Fight The Structure.",en,265,18,15,9978
2056729016057446906,saylor,Tue May 19 13:29:44 +0000 2026,"Probably nothing. $BTC
https://t.co/fdFTt8Ugl0",en,4732,439,546,174239
2056718526665437373,Stacks,Tue May 19 12:48:03 +0000 2026,"How Bitcoin Staking works in four steps:

1. Acquire STX
2. Lock BTC + STX
3. Earn BTC yield every cycle
4. Unlock and repeat https://t.co/FxwzGMCk2Z",en,39,7,5,1628
2056744227284148558,ourbit,Tue May 19 14:30:10 +0000 2026,"bitcoin pizza day challenge 🫵

find the pizza with the MOST NASTY flavor in your city

post a video of you eating it on your x and tag @ourbit

2 lucky friends will win a $500 giveaway in $btc https://t.co/RiLny7GTaU",en,45,9,21,599
2056394719853523424,0xNonceSense,Mon May 18 15:21:21 +0000 2026,"Bitcoin is moving exactly as I expected.

The bull trap at $83,000 is done. Liquidity swept.

The next phase begins now.

I called the top in October 2025 and the bottom in November 2022.

The next call is coming. My followers will see it first.

Follow and turn notifications on. https://t.co/mPg5jj5z7H",en,101,26,23,35759
2056210021382529330,DrWhaleReal,Mon May 18 03:07:26 +0000 2026,Hey @Grok  predict the price of Bitcoin by the end of the year using this chart. https://t.co/x1m5tNsRh2,en,180,17,25,216866
2055636333767655836,0xNonceSense,Sat May 16 13:07:48 +0000 2026,"$BTC FAKEOUT IS ALMOST COMPLETE

The next move sends the market much lower.

Bitcoin is moving exactly like I said:

• Rejection from $126K
• Flush into $81K
• Dead cat bounce toward $97K
• Breakdown to $62K
• Exit liquidity near $85K ← we are here
• Final nuke into $45K

That final capitulation is where the real cycle bottom forms.

Most people will panic there. I’ll be looking for the reversal.

Bookmark this.

When the next move becomes clear, I’ll post it here first.

Turn notifications on. Most people will follow me too late.",en,274,72,44,87688
2056392507055821015,kabukistory,Mon May 18 15:12:34 +0000 2026,"Bitcoin is still in the Bear Cycle.

We’ve seen this before, and $BTC is about to do it again over the next few weeks:

$76K → $71K → $48K → $55K → $42K

Next targets:
→ $71K in days
→ $42K in June

I called the recent dump to $76k. I called the $126k top in October 2025 and even $15k bottom in November 2022.

If you missed those calls, don't worry. I'll call the next one too.

Follow now. I'll update you as this dump plays out.",en,134,38,23,25238
2056722153085530345,Danny_Crypton,Tue May 19 13:02:28 +0000 2026,"🚨 WARNING: BAD NEWS FOR XRP AND SOL HOLDERS!!

🇺🇸 GOLDMAN SACHS SOLD ALL $XRP AND $SOL POSITIONS

The two biggest banks are betting ONLY on Bitcoin and Ethereum

Look at the chart, the IDENTICAL MOVE is not a coincidence

If you’re holding, you NEED to know this:

BlackRock keeps SCALING Ethereum exposure
Bitcoin ETFs remain DOMINANT

~ SOLD: all SOL ETF 
~ SOLD: all XRP ETF

~ KEPT: Bitcoin exposure
~ KEPT: Ethereum infrastructure plays

The two most powerful financial giants in America are now aligned on the SAME trade

~ Bitcoin
~ Ethereum

This is NOT just a market signal

This is a CONVICTION STATEMENT

And most people still don't understand what that means

For the record, I was the ONLY one publicly calling the exact bottom at $16,000 three years ago and the top at $126,000 in October.

If you missed those calls, don’t worry. I’ll call the next one too.

Turn notifications on. If you’re not following yet, you’ll understand why that was a mistake later.",en,45,3,20,6201
2055296697241051458,DeFiTracer,Fri May 15 14:38:12 +0000 2026,"🚨 BREAKING:

HERE IS THE EXACT REASON BITCOIN IS DUMPING RIGHT NOW:

COINBASE SOLD 19,629 BTC
BINANCE SOLD 9,152 BTC
BITSTAMP SOLD 3,568 BTC
WHALES SOLD 15,911 BTC
WINTERMUTE SOLD 4,180 BTC

THEY LIQUIDATED OVER $3.5B WORTH OF $BTC RIGHT AFTER THE U.S. MARKET OPENED

THIS IS EXTREMELY BAD FOR CRYPTO...",en,134,30,42,16235
2056510935188058308,TheBitcoinTime,Mon May 18 23:03:09 +0000 2026,"WE WITNESSED THE BIGGEST BULL RUN EVER AFTER THE COVID DUMP

AND THE LAST 6 MONTHS HAVE BEEN EVEN MORE BRUTAL THAN THAT CRASH

I’VE NEVER BEEN THIS BULLISH BEFORE

KEEP THOSE LONGS OPEN

THE BIGGEST BULL MARKET IS JUST GETTING STARTED 

IF YOU’RE STILL NOT FOLLOWING ME, YOU’LL WISH YOU DID.",en,91,50,33,9350
